N,node size,build horizontal(s),build vertical(s),seq search(s),binary search(s), simd search(s)
67108864,8,0.26933,0.421145,4.34591,4.58521,6.65929,
67108864,16,0.238278,0.392705,4.5246,4.23642,6.19874,
67108864,24,0.473159,0.365728,4.83693,4.02441,6.14326,
67108864,32,0.230178,0.360406,5.34715,3.93088,6.67131,
67108864,40,0.460109,0.362743,5.86763,3.76483,7.06368,
67108864,48,0.458808,0.348402,6.29281,3.8341,7.64573,
67108864,56,0.460149,0.346847,6.75083,3.87534,8.23767,
67108864,64,0.204467,0.345986,7.24313,3.89194,8.93102,
67108864,72,0.457614,0.349996,7.66991,3.80505,9.37814,
67108864,80,0.450829,0.356376,8.07603,3.69144,9.89645,
67108864,88,0.455638,0.363678,8.7189,3.57782,10.2623,
67108864,96,0.448364,0.345117,8.96405,3.61995,10.6559,
67108864,104,0.450782,0.346006,9.02484,3.65068,11.259,
67108864,112,0.451592,0.342955,9.15658,3.69691,11.711,
67108864,120,0.451316,0.343283,9.34266,3.75383,12.4214,
67108864,128,0.199517,0.341756,9.57864,3.82302,12.9684,
67108864,136,0.451752,0.342311,9.85541,3.80946,13.3987,
67108864,144,0.449964,0.341328,10.1669,3.8111,14.0851,
67108864,152,0.449768,0.34078,10.5241,3.79592,14.614,
67108864,160,0.447832,0.34118,10.8347,3.81174,15.6078,
67108864,168,0.448077,0.340244,11.2145,3.82098,16.1562,
67108864,176,0.443296,0.33975,11.5444,3.82586,16.8476,
67108864,184,0.445777,0.341296,11.9196,3.82741,17.5539,
67108864,192,0.446676,0.33855,12.2543,3.85128,17.9833,
67108864,200,0.445373,0.340116,12.617,3.90689,18.6765,
67108864,208,0.444376,0.340076,12.9633,3.92925,19.1323,
67108864,216,0.445684,0.339477,13.334,3.9526,19.6301,
67108864,224,0.447571,0.339222,13.8039,3.97121,20.2711,
67108864,232,0.446383,0.340924,14.0758,3.99086,20.7683,
67108864,240,0.446431,0.340058,14.4908,3.99932,21.238,
67108864,248,0.445203,0.340606,14.7753,4.01938,21.8495,
67108864,256,0.195889,0.338459,15.3491,4.06513,22.8769,
67108864,264,0.445115,0.340977,15.4763,4.01176,22.9224,
67108864,272,0.445644,0.341341,15.843,4.01122,23.4303,
67108864,280,0.447434,0.342169,16.4593,3.98663,23.9583,
67108864,288,0.444887,0.341745,16.6307,3.96148,24.5129,
67108864,296,0.445556,0.342407,16.815,3.92608,24.6945,
67108864,304,0.449776,0.343132,17.1773,3.9,25.1388,
67108864,312,0.449604,0.344786,17.6716,3.86935,25.7316,
67108864,320,0.447727,0.344359,18.3315,3.84965,26.7122,
67108864,328,0.447134,0.34416,18.5454,3.82859,26.9038,
67108864,336,0.446474,0.344187,18.6411,3.80098,26.7099,
67108864,344,0.448097,0.345395,18.7998,3.7794,27.2759,
67108864,352,0.444072,0.345547,19.0336,3.75677,27.3301,
67108864,360,0.447749,0.346617,19.3429,3.73105,27.4548,
67108864,368,0.446492,0.347542,19.725,3.71079,27.8042,
67108864,376,0.449105,0.348401,20.1832,3.69617,28.2794,
67108864,384,0.453982,0.34911,20.7344,3.66725,28.8767,
67108864,392,0.447317,0.350405,21.3203,3.67327,28.8596,
67108864,400,0.450482,0.350696,22.0008,3.64638,29.6477,
67108864,408,0.445446,0.335245,22.5645,3.63614,29.7613,
67108864,416,0.442787,0.334014,22.5725,3.64689,29.9507,
67108864,424,0.443912,0.333344,22.5935,3.6507,30.4094,
67108864,432,0.449817,0.335066,22.6509,3.66296,30.785,
67108864,440,0.44716,0.333834,22.6734,3.67154,30.9673,
67108864,448,0.44614,0.333394,22.738,3.67297,31.2367,
67108864,456,0.444642,0.333565,22.8141,3.68573,31.8271,
67108864,464,0.447561,0.335596,22.898,3.69954,32.082,
67108864,472,0.445656,0.33398,22.9884,3.712,32.1873,
67108864,480,0.445884,0.332917,23.0796,3.71799,32.4591,
67108864,488,0.443703,0.33342,23.184,3.73218,32.789,
67108864,496,0.441942,0.332824,23.2964,3.74447,33.2711,
67108864,504,0.444461,0.333167,23.4874,3.76853,33.5668,
67108864,512,0.205165,0.325738,23.5548,3.77764,34.4589,
