N,node size,build horizontal(s),build vertical(s),seq search(s),binary search(s), simd search(s)
33554432,8,0.0825193,0.109805,1.08477,1.21271,1.69113,
33554432,16,0.110175,0.101774,1.10882,1.1477,1.62021,
33554432,24,0.213731,0.100086,1.16365,1.12176,1.63597,
33554432,32,0.0693144,0.101238,1.36677,1.04651,1.72376,
33554432,40,0.196796,0.102465,1.40349,1.05677,1.82536,
33554432,48,0.198073,0.0989468,1.50382,1.07075,2.04119,
33554432,56,0.219105,0.0988272,1.66746,1.09317,2.22331,
33554432,64,0.0927397,0.0999027,1.80675,1.10703,2.4201,
33554432,72,0.239695,0.0980676,2.12561,1.01598,2.44093,
33554432,80,0.187805,0.095952,2.18781,0.992438,2.59315,
33554432,88,0.187479,0.0961774,2.15888,1.01512,2.70292,
33554432,96,0.192125,0.0958918,2.16497,1.03348,2.83931,
33554432,104,0.188162,0.0965213,2.18518,1.04691,2.97359,
33554432,112,0.195635,0.0959001,2.24935,1.06046,3.12379,
33554432,120,0.190425,0.0942587,2.32767,1.07848,3.31526,
33554432,128,0.0667478,0.0967403,2.41219,1.09702,3.49776,
33554432,136,0.201642,0.0972049,2.50199,1.08053,3.68224,
33554432,144,0.190103,0.0977456,2.59736,1.08877,3.81791,
33554432,152,0.192447,0.0967628,2.66652,1.08904,4.041,
33554432,160,0.194323,0.0984228,2.75898,1.09034,4.27926,
33554432,168,0.19152,0.0987711,2.91188,1.1068,4.44814,
33554432,176,0.197487,0.0999747,2.94203,1.10809,4.69682,
33554432,184,0.197362,0.0990778,3.04578,1.11506,4.92566,
33554432,192,0.204138,0.0992298,3.16118,1.12557,5.02224,
33554432,200,0.199592,0.0967441,3.22225,1.12754,5.25847,
33554432,208,0.214804,0.0990552,3.30098,1.14046,5.53628,
33554432,216,0.202909,0.0987676,3.44138,1.14946,5.52393,
33554432,224,0.201858,0.0977012,3.68366,1.15884,5.70137,
33554432,232,0.20604,0.0961372,3.6404,1.1559,5.86745,
33554432,240,0.206994,0.0981741,3.67533,1.16259,6.03753,
33554432,248,0.207631,0.101733,3.76096,1.16472,6.23271,
33554432,256,0.0914703,0.097205,3.95017,1.17985,6.60415,
33554432,264,0.216763,0.0977035,4.15134,1.16767,6.46605,
33554432,272,0.21935,0.0979809,4.35623,1.13992,6.33326,
33554432,280,0.220836,0.095999,4.56129,1.12957,6.28711,
33554432,288,0.226968,0.0980113,4.73497,1.10681,6.29483,
33554432,296,0.223573,0.0997417,4.91034,1.08837,6.48479,
33554432,304,0.236171,0.096054,5.08457,1.0634,6.71031,
33554432,312,0.226036,0.0971537,5.28872,1.04933,6.89591,
33554432,320,0.232077,0.100862,5.43787,1.02874,7.09074,
33554432,328,0.185858,0.0940844,5.45945,1.02876,7.2152,
33554432,336,0.185478,0.0937702,5.42435,1.02621,7.30371,
33554432,344,0.182677,0.0935803,5.4162,1.03831,7.32903,
33554432,352,0.186168,0.093445,5.395,1.03064,7.40193,
33554432,360,0.18497,0.093849,5.39365,1.0319,7.46738,
33554432,368,0.194358,0.0933602,5.38021,1.0348,7.54819,
33554432,376,0.192942,0.0946391,5.38393,1.0376,7.62821,
33554432,384,0.186042,0.0950213,5.38933,1.03995,7.73033,
33554432,392,0.185764,0.0936674,5.40097,1.0467,7.80901,
33554432,400,0.193569,0.0941049,5.41027,1.04747,7.93926,
33554432,408,0.191704,0.0938848,5.42092,1.0485,7.98668,
33554432,416,0.184053,0.0933359,5.46733,1.05212,8.10513,
33554432,424,0.195678,0.0922061,5.46187,1.05157,8.16928,
33554432,432,0.18612,0.0926822,5.49696,1.05365,8.25516,
33554432,440,0.192729,0.0934419,5.52311,1.05636,8.35011,
33554432,448,0.187712,0.0928081,5.55682,1.06153,8.46845,
33554432,456,0.187339,0.0949291,5.58753,1.06184,8.57243,
33554432,464,0.187554,0.0937787,5.62896,1.06385,8.63867,
33554432,472,0.188353,0.0929392,5.65293,1.0664,8.74428,
33554432,480,0.185784,0.0929841,5.69548,1.0697,8.84849,
33554432,488,0.191589,0.093042,5.74396,1.07421,8.95583,
33554432,496,0.19246,0.0947024,5.77646,1.07752,9.08347,
33554432,504,0.186586,0.093618,5.82995,1.08344,9.16876,
33554432,512,0.0645815,0.0932238,5.86814,1.08738,9.50549,
