N,node size,build horizontal(s),build vertical(s),seq search(s),binary search(s), simd search(s)
134217728,8,0.227291,0.237079,2.22014,2.64569,3.75368,
134217728,16,0.187731,0.209052,2.29931,2.43185,3.41385,
134217728,24,0.647096,0.208816,2.58047,2.3224,3.3652,
134217728,32,0.217741,0.200811,2.70864,2.36986,3.83807,
134217728,40,0.869945,0.207189,3.45095,2.2536,4.01523,
134217728,48,0.63202,0.196763,3.25592,2.21413,4.26275,
134217728,56,0.64494,0.198536,3.52196,2.27806,4.69016,
134217728,64,0.16149,0.200307,3.71272,2.28482,4.9905,
134217728,72,0.683033,0.201018,4.0588,2.27059,5.39283,
134217728,80,0.704722,0.205303,4.46551,2.2809,5.7925,
134217728,88,0.747747,0.202539,4.96884,2.27795,6.45832,
134217728,96,0.801665,0.201154,5.43817,2.28862,6.4103,
134217728,104,0.878662,0.197594,5.84621,2.18115,6.71805,
134217728,112,0.622133,0.192736,5.9407,2.16778,6.96713,
134217728,120,0.623256,0.192682,5.89974,2.2287,7.19665,
134217728,128,0.128911,0.194607,5.84234,2.26165,7.44944,
134217728,136,0.626834,0.193714,5.86298,2.23795,7.72815,
134217728,144,0.626774,0.195968,5.83959,2.28091,7.95958,
134217728,152,0.629544,0.197979,5.93812,2.25613,8.2937,
134217728,160,0.631594,0.200084,6.00075,2.27924,8.72317,
134217728,168,0.632408,0.196758,6.04815,2.27961,9.15579,
134217728,176,0.629769,0.197663,6.21207,2.30072,9.5969,
134217728,184,0.632388,0.196617,6.39579,2.29877,10.0165,
134217728,192,0.636924,0.196875,6.55895,2.30921,10.3346,
134217728,200,0.636714,0.197401,6.71011,2.34986,10.6685,
134217728,208,0.635618,0.197136,6.95572,2.34046,11.0586,
134217728,216,0.637328,0.197524,7.17444,2.35831,11.4141,
134217728,224,0.651052,0.202191,7.24312,2.37628,11.7265,
134217728,232,0.643414,0.197326,7.60881,2.40184,12.1851,
134217728,240,0.64743,0.202625,7.68817,2.40887,12.4387,
134217728,248,0.651846,0.200637,7.85958,2.41888,12.7626,
134217728,256,0.157121,0.204929,8.01701,2.4274,13.267,
134217728,264,0.657686,0.206583,8.28036,2.42397,13.4764,
134217728,272,0.663499,0.200614,8.68136,2.42034,13.9932,
134217728,280,0.666085,0.201652,8.95167,2.42023,14.4209,
134217728,288,0.666871,0.195457,8.93227,2.41624,14.5897,
134217728,296,0.693897,0.199916,9.29078,2.42098,15.0152,
134217728,304,0.680656,0.201171,9.29011,2.43641,15.1559,
134217728,312,0.686875,0.198077,9.37629,2.42741,15.6414,
134217728,320,0.69489,0.200522,9.60287,2.42162,16.0655,
134217728,328,0.694733,0.200118,9.90627,2.43266,16.2639,
134217728,336,0.698459,0.196214,10.3254,2.4268,16.9118,
134217728,344,0.710693,0.199881,10.691,2.43768,17.0327,
134217728,352,0.706902,0.198326,11.0642,2.43628,17.2856,
134217728,360,0.714064,0.197866,11.4315,2.43136,17.6528,
134217728,368,0.730146,0.198421,11.7936,2.43999,18.1396,
134217728,376,0.728169,0.197621,12.1727,2.43948,18.6731,
134217728,384,0.73675,0.200213,12.537,2.437,19.1614,
134217728,392,0.739954,0.196281,12.8733,2.44286,19.7683,
134217728,400,0.752246,0.198533,13.2243,2.43759,20.3952,
134217728,408,0.761475,0.199024,13.5937,2.43139,20.7066,
134217728,416,0.772248,0.199885,13.9288,2.42167,20.0444,
134217728,424,0.785737,0.201562,14.2345,2.42928,19.4774,
134217728,432,0.786518,0.19332,14.5496,2.42997,19.5862,
134217728,440,0.79667,0.198508,14.8667,2.43526,19.8329,
134217728,448,0.805877,0.197502,15.2361,2.44338,20.1643,
134217728,456,0.821388,0.199833,15.5578,2.44291,20.3675,
134217728,464,0.820971,0.200092,15.8293,2.44964,20.6876,
134217728,472,0.842528,0.197856,16.1459,2.40288,20.7634,
134217728,480,0.847452,0.196315,16.4679,2.35204,21.006,
134217728,488,0.856687,0.198773,16.793,2.29899,21.3203,
134217728,496,0.872333,0.199126,17.0977,2.24986,21.6904,
134217728,504,0.885167,0.198201,17.4381,2.2137,22.0693,
134217728,512,0.127578,0.187427,17.6687,2.20842,22.785,
