N,node size,build horizontal(s),build vertical(s),seq search(s),binary search(s), simd search(s)
33554432,8,0.129234,0.226486,2.20417,2.18466,3.18159,
33554432,16,0.127407,0.193889,2.29795,2.0095,2.97273,
33554432,24,0.239036,0.194411,2.38818,1.95629,3.0364,
33554432,32,0.110364,0.193342,2.74342,1.85493,3.15232,
33554432,40,0.228126,0.199382,2.90344,1.85627,3.46629,
33554432,48,0.234527,0.189547,3.17306,1.86077,3.75873,
33554432,56,0.228994,0.185737,3.40616,1.84256,4.05787,
33554432,64,0.101508,0.178736,3.60545,1.81727,4.29579,
33554432,72,0.226541,0.17339,3.86946,1.74412,4.46256,
33554432,80,0.223524,0.191001,4.01653,1.72445,4.68311,
33554432,88,0.228542,0.191095,4.0436,1.74503,4.90914,
33554432,96,0.222661,0.191085,4.10133,1.76278,5.1632,
33554432,104,0.226468,0.191733,4.24507,1.78119,5.43249,
33554432,112,0.225696,0.190475,4.38475,1.80741,5.6931,
33554432,120,0.222418,0.189423,4.49082,1.84579,5.97049,
33554432,128,0.0993951,0.187016,4.66823,1.87493,6.38965,
33554432,136,0.224454,0.188586,4.96687,1.87165,6.62786,
33554432,144,0.236586,0.18851,5.06856,1.85427,6.92704,
33554432,152,0.225941,0.186761,5.17051,1.85062,7.23727,
33554432,160,0.2269,0.186256,5.43149,1.85594,7.69396,
33554432,168,0.226242,0.186067,5.57531,1.8648,7.99018,
33554432,176,0.223701,0.185824,5.80426,1.87012,8.35326,
33554432,184,0.226053,0.185602,5.88788,1.86908,8.58572,
33554432,192,0.230905,0.18348,6.10108,1.88764,8.82618,
33554432,200,0.223526,0.183228,6.27431,1.88455,9.06239,
33554432,208,0.223491,0.182393,6.50478,1.88926,9.33306,
33554432,216,0.226041,0.182073,6.60169,1.89553,9.57744,
33554432,224,0.227053,0.180849,6.89477,1.89465,10.0213,
33554432,232,0.223877,0.180229,6.94149,1.90434,10.0571,
33554432,240,0.225175,0.179844,7.15501,1.90219,10.2751,
33554432,248,0.226515,0.178759,7.40106,1.9158,10.5365,
33554432,256,0.0976402,0.176198,7.72505,1.91827,10.8982,
33554432,264,0.223538,0.176191,7.7472,1.89336,10.9132,
33554432,272,0.223589,0.174738,7.74993,1.87457,11.0409,
33554432,280,0.223897,0.174705,7.86326,1.85725,11.0996,
33554432,288,0.226317,0.172719,8.09301,1.8392,11.3001,
33554432,296,0.22529,0.172093,8.25944,1.82019,11.4153,
33554432,304,0.224252,0.170697,8.54748,1.79821,11.6612,
33554432,312,0.22827,0.169279,8.84684,1.78436,11.8453,
33554432,320,0.222328,0.166916,9.14587,1.76953,12.0488,
33554432,328,0.223337,0.186963,9.31206,1.7618,12.2686,
33554432,336,0.223553,0.186505,9.25172,1.77019,12.3896,
33554432,344,0.227039,0.186797,9.33888,1.77274,12.5324,
33554432,352,0.222682,0.185947,9.36333,1.77688,12.6547,
33554432,360,0.221466,0.185878,9.39494,1.78019,12.8444,
33554432,368,0.223104,0.1857,9.36881,1.78717,13.0462,
33554432,376,0.222128,0.186726,9.41025,1.7959,13.0814,
33554432,384,0.22162,0.185462,9.52934,1.80104,13.3124,
33554432,392,0.222658,0.186554,9.51434,1.81006,13.4366,
33554432,400,0.228304,0.185853,9.64107,1.81622,13.7025,
33554432,408,0.232397,0.18573,9.67212,1.8308,13.8869,
33554432,416,0.224262,0.185763,9.71031,1.82907,14.0205,
33554432,424,0.22269,0.18565,9.77973,1.83387,14.1284,
33554432,432,0.225942,0.186403,9.94838,1.84333,14.3464,
33554432,440,0.226819,0.186444,9.92956,1.84444,14.5382,
33554432,448,0.223388,0.186209,10.0697,1.849,14.7022,
33554432,456,0.225876,0.18673,10.0893,1.85493,15.3818,
33554432,464,0.227875,0.18537,10.2439,1.86197,15.0718,
33554432,472,0.227274,0.185297,10.259,1.86959,15.1998,
33554432,480,0.225362,0.185954,10.3454,1.8744,15.4853,
33554432,488,0.222359,0.185357,10.5077,1.88379,15.6741,
33554432,496,0.221701,0.185379,10.5362,1.89312,15.8419,
33554432,504,0.223974,0.185291,10.6883,1.90201,15.9755,
33554432,512,0.10159,0.181673,10.793,1.91677,16.4709,
