N,node size,build horizontal(s),build vertical(s),seq search(s),binary search(s), simd search(s)
33554432,8,0.129214,0.211939,2.07499,2.41145,3.36024,
33554432,16,0.123332,0.191927,2.14224,2.23472,3.13543,
33554432,24,0.238085,0.187423,2.30855,2.19042,3.1866,
33554432,32,0.112858,0.183485,2.60276,2.07988,3.29081,
33554432,40,0.231553,0.190068,2.74515,2.10116,3.63173,
33554432,48,0.230101,0.18113,2.99311,2.11643,4.01611,
33554432,56,0.231056,0.180484,3.25583,2.09908,4.32277,
33554432,64,0.103613,0.178611,3.57174,2.07593,4.67299,
33554432,72,0.23114,0.178613,3.78567,1.97666,4.84433,
33554432,80,0.226876,0.181929,4.0016,1.98063,5.02866,
33554432,88,0.227439,0.182226,4.02454,2.00315,5.29643,
33554432,96,0.224181,0.186987,4.11773,2.0543,5.6233,
33554432,104,0.225691,0.182244,4.21662,2.08363,5.88303,
33554432,112,0.226248,0.179709,4.37164,2.12114,6.20509,
33554432,120,0.226323,0.180071,4.53619,2.14517,6.58555,
33554432,128,0.0993028,0.178447,4.71966,2.18507,6.96241,
33554432,136,0.226539,0.179158,4.89708,2.1577,7.26309,
33554432,144,0.22503,0.178989,5.08338,2.15843,7.69112,
33554432,152,0.225968,0.178826,5.26228,2.15413,7.97283,
33554432,160,0.223654,0.178857,5.46815,2.15726,8.40706,
33554432,168,0.225304,0.178835,5.68323,2.17342,8.87092,
33554432,176,0.222477,0.178352,5.84943,2.17657,9.15826,
33554432,184,0.230314,0.178484,6.0242,2.18295,9.46172,
33554432,192,0.225437,0.17751,6.19914,2.18307,9.71097,
33554432,200,0.223469,0.179216,6.40654,2.18828,10.0796,
33554432,208,0.222608,0.177974,6.56334,2.19859,10.4851,
33554432,216,0.222482,0.178025,6.73713,2.20784,10.6324,
33554432,224,0.224887,0.177776,7.04385,2.20748,10.9322,
33554432,232,0.224378,0.178148,7.09913,2.2057,11.1429,
33554432,240,0.223627,0.178629,7.25097,2.20155,11.3563,
33554432,248,0.22359,0.177503,7.5005,2.20401,11.6521,
33554432,256,0.0980725,0.17564,7.84935,2.21014,12.1345,
33554432,264,0.222921,0.176798,7.88031,2.18431,12.1464,
33554432,272,0.223516,0.17654,7.95972,2.16442,12.256,
33554432,280,0.223383,0.176672,8.08316,2.14644,12.3321,
33554432,288,0.224076,0.176615,8.25387,2.12313,12.5028,
33554432,296,0.223834,0.176976,8.49452,2.10113,12.663,
33554432,304,0.223866,0.176375,8.73362,2.08247,12.8659,
33554432,312,0.223725,0.176512,9.04507,2.06165,13.1709,
33554432,320,0.225262,0.176535,9.43237,2.04525,13.3239,
33554432,328,0.222226,0.176211,9.54152,2.04186,13.4993,
33554432,336,0.223437,0.176032,9.55032,2.0422,13.7032,
33554432,344,0.22213,0.176056,9.56982,2.04561,13.821,
33554432,352,0.223215,0.17578,9.59071,2.05008,14.0226,
33554432,360,0.221002,0.176046,9.62752,2.05231,14.1899,
33554432,368,0.222629,0.175589,9.66567,2.0597,14.4543,
33554432,376,0.222306,0.17608,9.71317,2.06569,14.6028,
33554432,384,0.22168,0.175766,9.75554,2.06996,14.765,
33554432,392,0.221859,0.175878,9.81552,2.0773,14.9725,
33554432,400,0.230056,0.175858,9.91039,2.08759,15.2895,
33554432,408,0.222018,0.176078,9.93967,2.09022,15.3874,
33554432,416,0.221758,0.175685,10.0151,2.08964,15.5802,
33554432,424,0.223139,0.17594,10.0851,2.09383,15.8141,
33554432,432,0.224536,0.17534,10.1555,2.09729,16.0189,
33554432,440,0.222708,0.175755,10.2587,2.1011,16.2069,
33554432,448,0.221687,0.175909,10.3361,2.10844,16.4225,
33554432,456,0.223483,0.176586,10.4501,2.123,16.6487,
33554432,464,0.224703,0.175852,10.4997,2.11651,17.0815,
33554432,472,0.222658,0.175954,10.5997,2.12203,17.0803,
33554432,480,0.224071,0.176019,10.6855,2.12778,17.3536,
33554432,488,0.222302,0.17566,10.7932,2.13316,17.5316,
33554432,496,0.221626,0.175624,10.874,2.13993,17.9335,
33554432,504,0.223733,0.175702,10.9755,2.15055,18.0611,
33554432,512,0.103411,0.172921,11.0736,2.1603,18.4488,
