N,node size,build horizontal(s),build vertical(s),seq search(s),binary search(s), simd search(s)
134217728,8,0.336828,0.448662,4.37527,5.20752,7.49268,
134217728,16,0.2908,0.403848,4.53914,4.80909,6.81401,
134217728,24,0.757115,0.387726,5.07792,4.59351,6.77859,
134217728,32,0.306333,0.382087,5.38331,4.65748,7.59877,
134217728,40,0.898902,0.399043,6.47048,4.35445,7.87235,
134217728,48,0.734208,0.376247,6.43286,4.38651,8.43858,
134217728,56,0.745281,0.377781,6.93057,4.43402,9.12056,
134217728,64,0.2523,0.372979,7.40069,4.49836,9.89021,
134217728,72,0.765712,0.374565,8.04711,4.50138,10.728,
134217728,80,0.776446,0.380415,8.61424,4.4971,11.5176,
134217728,88,0.810664,0.386689,8.98299,4.52656,12.4657,
134217728,96,0.843992,0.38095,10.0881,4.44727,12.4006,
134217728,104,0.895649,0.380656,11.1859,4.29257,13.0994,
134217728,112,0.722932,0.375497,11.4075,4.31956,13.6451,
134217728,120,0.723283,0.373235,11.3209,4.39436,14.1409,
134217728,128,0.227341,0.38391,11.3063,4.49587,14.7302,
134217728,136,0.732073,0.372322,11.3441,5.19251,15.2846,
134217728,144,0.729404,0.372963,11.3986,4.44616,15.8509,
134217728,152,0.728376,0.377854,11.6047,4.48394,16.6038,
134217728,160,0.722969,0.375031,11.7682,4.47621,17.3964,
134217728,168,0.719709,0.371341,12.0138,4.49142,18.1952,
134217728,176,0.72264,0.373144,12.3234,4.51372,19.1595,
134217728,184,0.722411,0.376763,12.6659,4.55127,19.628,
134217728,192,0.732135,0.372913,13.0643,4.56278,20.3889,
134217728,200,0.724648,0.376055,13.3777,4.57914,21.2876,
134217728,208,0.728169,0.374226,13.7886,4.63173,21.7702,
134217728,216,0.736529,0.375832,14.1715,4.65714,22.531,
134217728,224,0.737657,0.372155,14.4568,4.68837,23.2358,
134217728,232,0.733042,0.376339,14.8788,4.69759,23.8098,
134217728,240,0.737361,0.375135,15.163,4.72456,24.8504,
134217728,248,0.740212,0.372685,15.695,4.77438,25.2449,
134217728,256,0.244747,0.367716,15.9675,4.80637,25.9998,
134217728,264,0.743524,0.371319,16.4176,4.78882,26.6415,
134217728,272,0.744605,0.371959,16.7262,4.78854,27.3421,
134217728,280,0.747544,0.374177,17.0767,4.77853,28.3478,
134217728,288,0.750236,0.374772,17.437,4.79651,28.921,
134217728,296,0.755189,0.370879,18.1798,4.78204,29.3006,
134217728,304,0.760952,0.3706,18.513,4.77628,30.1062,
134217728,312,0.7639,0.367765,18.7021,4.75396,30.9158,
134217728,320,0.76253,0.372151,19.0432,4.77717,31.6516,
134217728,328,0.769657,0.374894,19.3572,4.79407,32.4404,
134217728,336,0.765888,0.375403,19.7472,4.78656,33.2101,
134217728,344,0.771153,0.367736,20.4283,4.78382,33.7704,
134217728,352,0.77554,0.37471,21.4531,4.79174,34.3486,
134217728,360,0.78001,0.377801,21.7136,4.79083,34.7702,
134217728,368,0.794907,0.372226,21.5826,4.79893,35.5238,
134217728,376,0.787401,0.37055,21.6271,4.80714,36.8061,
134217728,384,0.798438,0.379746,21.8481,4.80926,37.1742,
134217728,392,0.804063,0.376038,22.2983,4.82552,37.9002,
134217728,400,0.805794,0.372995,22.9236,4.82498,38.8629,
134217728,408,0.814968,0.380256,23.6794,4.82508,39.7716,
134217728,416,0.820915,0.372337,24.4858,4.80024,39.2025,
134217728,424,0.826836,0.376483,25.4239,4.76004,38.6948,
134217728,432,0.826972,0.373179,26.016,4.7254,38.4821,
134217728,440,0.832578,0.368953,26.8363,4.68222,38.1247,
134217728,448,0.839711,0.37765,27.5482,4.65862,37.9252,
134217728,456,0.850717,0.373849,28.2952,4.61935,38.1147,
134217728,464,0.847093,0.373041,29.0143,4.56843,38.9421,
134217728,472,0.866837,0.371303,29.7553,4.53239,39.7949,
134217728,480,0.867063,0.373986,30.4717,4.48862,40.4235,
134217728,488,0.869816,0.373517,31.2625,4.4448,41.245,
134217728,496,0.885858,0.37427,31.8783,4.41124,41.9509,
134217728,504,0.898048,0.377509,32.5318,4.38214,42.6781,
134217728,512,0.230507,0.360491,33.1064,4.37387,44.2443,
