N,node size,build horizontal(s),build vertical(s),seq search(s),binary search(s), simd search(s)
134217728,8,0.520243,0.854193,8.91912,9.39318,13.7427,
134217728,16,0.468781,0.769369,9.23554,8.57879,12.6153,
134217728,24,0.93949,0.721144,10.0424,8.1345,12.5476,
134217728,32,0.447388,0.714708,10.9169,8.19417,13.9188,
134217728,40,0.937773,0.75427,12.377,7.69841,14.9726,
134217728,48,0.910986,0.692593,13.0462,7.75844,15.6282,
134217728,56,0.918157,0.690689,13.8113,7.86358,16.8522,
134217728,64,0.406172,0.690012,14.7253,7.97557,18.1408,
134217728,72,0.912508,0.687736,15.7467,7.81265,19.3979,
134217728,80,0.900117,0.708892,16.7022,7.7693,20.6238,
134217728,88,0.906242,0.71683,17.6517,7.62521,21.6973,
134217728,96,0.902085,0.712756,18.29,7.57104,22.5642,
134217728,104,0.907494,0.720738,19.4958,7.47245,23.5321,
134217728,112,0.900961,0.685911,20.2805,7.46413,24.6709,
134217728,120,0.898191,0.686013,20.4249,7.55995,25.4394,
134217728,128,0.395858,0.678458,20.7135,7.68245,26.6354,
134217728,136,0.903794,0.682329,21.0495,7.65168,27.4428,
134217728,144,0.9022,0.678989,21.4503,7.64444,28.5558,
134217728,152,0.899929,0.679539,21.8941,7.65835,29.9598,
134217728,160,0.892514,0.67999,22.3609,7.66687,31.6767,
134217728,168,0.896205,0.677826,22.9913,7.6983,33.5581,
134217728,176,0.886058,0.678119,23.6273,7.7267,34.3591,
134217728,184,0.885383,0.676802,24.2953,7.76368,35.2645,
134217728,192,0.894411,0.675395,25.0166,7.8196,36.841,
134217728,200,0.885194,0.675951,25.6768,7.89993,38.0021,
134217728,208,0.885563,0.675037,26.488,7.98072,38.9313,
134217728,216,0.889887,0.675633,27.1092,8.02659,39.9739,
134217728,224,0.895693,0.674727,27.9039,8.07735,41.3433,
134217728,232,0.887972,0.675344,28.5412,8.11815,42.6703,
134217728,240,0.888302,0.675547,29.3263,8.20545,43.9091,
134217728,248,0.889969,0.675558,30.0432,8.243,44.8998,
134217728,256,0.38865,0.66997,30.9338,8.2933,46.1847,
134217728,264,0.891771,0.67642,31.5303,8.24488,47.3144,
134217728,272,0.889011,0.675665,32.1802,8.22977,47.9632,
134217728,280,0.893087,0.680232,33.1171,8.18531,49.3262,
134217728,288,0.887105,0.676012,33.6175,8.15821,49.9724,
134217728,296,0.892092,0.677253,34.5181,8.11851,51.4875,
134217728,304,0.897046,0.676701,35.1919,8.0931,52.3454,
134217728,312,0.899616,0.677109,35.7434,8.0773,54.2319,
134217728,320,0.889708,0.678037,36.9418,8.12558,54.6084,
134217728,328,0.895612,0.678423,37.3932,8.05571,55.8375,
134217728,336,0.889727,0.681897,37.8852,8.04413,57.0996,
134217728,344,0.892821,0.682904,38.6775,8.0246,57.9774,
134217728,352,0.887446,0.68253,39.9535,8.03738,59.2155,
134217728,360,0.88674,0.681407,40.4448,7.97883,59.725,
134217728,368,0.893093,0.682009,40.7316,7.95699,60.1048,
134217728,376,0.891963,0.682674,41.2362,7.96283,61.4453,
134217728,384,0.896227,0.685182,42.0997,7.91219,61.6021,
134217728,392,0.88932,0.684631,42.9886,7.94372,62.6844,
134217728,400,0.891869,0.685508,44.228,7.93822,64.0853,
134217728,408,0.891956,0.686262,45.3259,7.91597,65.554,
134217728,416,0.891423,0.685593,45.4253,7.89364,65.3913,
134217728,424,0.896543,0.686892,45.6292,7.86991,66.4031,
134217728,432,0.891688,0.68772,45.9729,7.84936,65.9897,
134217728,440,0.896668,0.688584,46.3838,7.82486,67.032,
134217728,448,0.88762,0.691281,46.9414,7.79749,67.4153,
134217728,456,0.893508,0.691296,47.605,7.7929,68.1374,
134217728,464,0.887735,0.695005,48.38,7.74892,68.3705,
134217728,472,0.889168,0.69467,49.3367,7.7401,69.1261,
134217728,480,0.892047,0.696319,50.336,7.70345,69.9919,
134217728,488,0.887261,0.696857,51.4741,7.67891,70.7948,
134217728,496,0.884985,0.69822,52.7223,7.64917,72.2329,
134217728,504,0.894981,0.700653,54.1191,7.63239,73.0686,
134217728,512,0.405546,0.651808,55.5503,7.6159,74.2151,
