N,node size,build horizontal(s),build vertical(s),seq search(s),binary search(s), simd search(s)
67108864,8,0.140957,0.3546,4.49046,4.34173,
67108864,16,0.124292,0.347465,4.65825,4.08782,5.16983,
67108864,24,0.245104,0.327899,4.86923,3.96935,
67108864,32,0.118494,0.304167,5.35548,3.83771,4.83666,
67108864,40,0.237499,0.339432,5.94206,3.73645,
67108864,48,0.238291,0.314983,6.50621,3.79988,5.00235,
67108864,56,0.235605,0.321994,7.01833,3.7803,
67108864,64,0.110723,0.309526,7.60922,3.7907,5.60472,
67108864,72,0.23421,0.300936,8.03684,3.68956,
67108864,80,0.234336,0.286976,8.43219,3.62545,6.19058,
67108864,88,0.233305,0.26873,9.05878,3.56355,
67108864,96,0.232379,0.319608,9.31558,3.55546,6.63988,
67108864,104,0.229767,0.319518,9.36422,3.58299,
67108864,112,0.231246,0.31738,9.487,3.62895,7.38696,
67108864,120,0.230024,0.31675,9.65897,3.67029,
67108864,128,0.102603,0.314101,9.88774,3.73311,8.01221,
67108864,136,0.230533,0.31411,10.1831,3.70968,
67108864,144,0.231619,0.313248,10.5153,3.71244,8.69278,
67108864,152,0.228781,0.312632,10.8813,3.73277,
67108864,160,0.228123,0.311406,11.1976,3.72397,9.33052,
67108864,168,0.228533,0.310599,11.5814,3.7414,
67108864,176,0.230235,0.309533,11.9224,3.74778,9.97162,
67108864,184,0.230583,0.308109,12.2911,3.79468,
67108864,192,0.228185,0.307553,12.6363,3.78202,10.6033,
67108864,200,0.230301,0.307176,13.0123,3.83413,
67108864,208,0.22896,0.305505,13.376,3.80879,11.2519,
67108864,216,0.228288,0.30458,13.7635,3.85633,
67108864,224,0.227431,0.303076,14.2416,3.83478,11.8533,
67108864,232,0.22827,0.302271,14.5037,3.87703,
67108864,240,0.227614,0.300634,15.0031,3.86692,12.557,
67108864,248,0.227434,0.299176,15.2354,3.9073,
67108864,256,0.100961,0.296255,15.8577,3.89472,13.2666,
67108864,264,0.227091,0.296625,15.9787,3.89906,
67108864,272,0.22673,0.29454,16.3437,3.8483,13.7661,
67108864,280,0.229928,0.293192,16.983,3.87547,
67108864,288,0.228457,0.290837,17.1585,3.8289,14.2482,
67108864,296,0.228415,0.289559,17.37,3.83951,
67108864,304,0.22778,0.287923,17.7322,3.80092,15.1926,
67108864,312,0.227167,0.286078,18.2436,3.8056,
67108864,320,0.227452,0.284059,18.9246,3.72798,15.7074,
67108864,328,0.22796,0.280295,19.2271,3.79099,
67108864,336,0.227675,0.278296,19.2512,3.74333,16.1824,
67108864,344,0.229479,0.275668,19.4202,3.75951,
67108864,352,0.227497,0.273428,19.6692,3.71112,16.6036,
67108864,360,0.227998,0.270454,20.0061,3.75123,
67108864,368,0.227388,0.267442,20.4661,3.72561,17.0558,
67108864,376,0.226702,0.265011,20.8744,3.73971,
67108864,384,0.230824,0.259781,21.4113,3.62807,17.244,
67108864,392,0.226197,0.264639,22.0799,3.71152,
67108864,400,0.226408,0.2559,22.7419,3.65636,17.5206,
67108864,408,0.227617,0.309232,23.3217,3.67865,
67108864,416,0.227053,0.308843,23.3283,3.61266,17.9946,
67108864,424,0.226165,0.309013,23.353,3.67329,
67108864,432,0.227122,0.308881,23.3874,3.66709,18.2709,
67108864,440,0.227277,0.309223,23.4458,3.70083,
67108864,448,0.226466,0.308817,23.4959,3.64633,18.6308,
67108864,456,0.228444,0.309188,23.5767,3.72653,
67108864,464,0.227937,0.308756,23.6736,3.69972,19.0324,
67108864,472,0.225525,0.308548,23.7424,3.75514,
67108864,480,0.227126,0.308925,23.847,3.69531,19.3607,
67108864,488,0.224994,0.308977,23.9517,3.78016,
67108864,496,0.22847,0.308875,24.0854,3.75083,19.8136,
67108864,504,0.227133,0.308637,24.1877,3.79877,
67108864,512,0.103311,0.304851,24.3317,3.69515,20.3193,
