N,node size,build horizontal(s),build vertical(s),seq search(s),binary search(s), simd search(s)
134217728,8,0.272177,0.73184,8.68475,9.18333,
134217728,16,0.246229,0.680984,8.41993,8.41915,10.0689,
134217728,24,0.486337,0.649879,8.77296,8.06005,
134217728,32,0.231952,0.635009,9.40413,8.11842,9.64596,
134217728,40,0.48612,0.638916,10.4043,7.66952,
134217728,48,0.472117,0.630333,10.6936,7.69184,9.81781,
134217728,56,0.46789,0.626832,11.4862,7.78506,
134217728,64,0.218851,0.623402,12.3659,7.87299,10.9523,
134217728,72,0.463405,0.617986,13.3514,7.71814,
134217728,80,0.464275,0.634239,14.2982,7.63466,12.7969,
134217728,88,0.462991,0.626171,15.1037,7.52344,
134217728,96,0.463827,0.61238,15.663,7.43285,13.5714,
134217728,104,0.461783,0.600363,16.8145,7.3134,
134217728,112,0.459735,0.633302,17.469,7.36222,14.4962,
134217728,120,0.455845,0.632278,17.6041,7.48452,
134217728,128,0.20451,0.628271,17.7676,7.60729,15.4939,
134217728,136,0.458226,0.628243,18.0617,7.60426,
134217728,144,0.45973,0.626671,18.4295,7.57599,16.3982,
134217728,152,0.453796,0.626416,18.9288,7.57125,
134217728,160,0.452891,0.625388,19.4404,7.61425,17.5107,
134217728,168,0.453831,0.624541,20.0383,7.66212,
134217728,176,0.456881,0.624702,20.6431,7.68611,18.6702,
134217728,184,0.459755,0.622337,21.3077,7.71729,
134217728,192,0.458462,0.621342,22.0024,7.79833,20.0065,
134217728,200,0.460063,0.621342,22.5357,7.85279,
134217728,208,0.456961,0.621936,23.2417,7.91337,20.9721,
134217728,216,0.454627,0.620795,23.868,7.96159,
134217728,224,0.453558,0.619928,24.6024,8.03042,22.0619,
134217728,232,0.457141,0.618874,25.2095,8.07929,
134217728,240,0.452168,0.617592,25.8853,8.13348,23.2024,
134217728,248,0.452665,0.617853,26.5848,8.19421,
134217728,256,0.200952,0.613938,27.4104,8.23535,24.8917,
134217728,264,0.453328,0.616669,27.9363,8.17964,
134217728,272,0.452288,0.614906,28.5839,8.16153,25.6518,
134217728,280,0.460933,0.615659,29.4513,8.11948,
134217728,288,0.452642,0.614399,29.9009,8.09481,26.8559,
134217728,296,0.454366,0.615082,30.7368,8.05771,
134217728,304,0.451254,0.611363,31.2985,8.02734,27.9809,
134217728,312,0.45154,0.611589,31.858,8.01714,
134217728,320,0.453714,0.610814,32.9282,8.0161,29.4162,
134217728,328,0.453903,0.610092,33.3813,8.00676,
134217728,336,0.454049,0.607634,33.7767,7.99029,30.5579,
134217728,344,0.457722,0.606896,34.5459,7.96314,
134217728,352,0.454465,0.60788,35.7193,7.9535,32.1686,
134217728,360,0.456212,0.605318,36.211,7.92614,
134217728,368,0.452696,0.604737,36.4263,7.8957,33.0993,
134217728,376,0.453992,0.604815,36.9074,7.87544,
134217728,384,0.454232,0.602328,37.7145,7.87931,34.0598,
134217728,392,0.451867,0.603222,38.5185,7.87216,
134217728,400,0.453229,0.601113,39.758,7.86627,34.9741,
134217728,408,0.45823,0.599693,40.6984,7.8588,
134217728,416,0.45677,0.596882,40.8646,7.81877,35.5642,
134217728,424,0.454065,0.595125,40.9388,7.81181,
134217728,432,0.454782,0.595173,41.2369,7.7735,36.0557,
134217728,440,0.45336,0.595335,41.6299,7.76594,
134217728,448,0.454447,0.591858,42.0924,7.75129,36.9273,
134217728,456,0.452386,0.589316,42.7225,7.72663,
134217728,464,0.454236,0.594804,43.4993,7.72455,37.3299,
134217728,472,0.453732,0.587804,44.2526,7.68678,
134217728,480,0.453411,0.584921,45.2506,7.68272,38.1676,
134217728,488,0.456403,0.583753,46.2513,7.64176,
134217728,496,0.453519,0.582331,47.4265,7.61709,39.0358,
134217728,504,0.454254,0.579978,48.7895,7.63717,
134217728,512,0.207507,0.610304,50.0678,7.5964,39.9148,
