N,node size,build horizontal(s),build vertical(s),seq search(s),binary search(s), simd search(s)
67108864,8,0.259967,0.438177,4.70774,4.74599,7.2362,
67108864,16,0.235673,0.425217,4.84923,4.38521,6.60716,
67108864,24,0.46936,0.413986,5.08688,4.17595,6.52426,
67108864,32,0.223029,0.380723,5.57725,4.08696,7.05482,
67108864,40,0.461996,0.417901,6.14169,3.92485,7.47797,
67108864,48,0.457318,0.398512,6.5584,3.9805,8.21184,
67108864,56,0.466259,0.394987,7.17548,4.02271,9.02732,
67108864,64,0.203461,0.392925,7.6156,4.06525,9.66449,
67108864,72,0.454572,0.381395,8.00075,3.92498,10.1585,
67108864,80,0.45071,0.375989,8.4431,3.82859,10.7109,
67108864,88,0.449238,0.364964,9.10036,3.75062,11.0975,
67108864,96,0.445433,0.398951,9.38463,3.80131,11.6243,
67108864,104,0.449023,0.400101,9.44255,3.86319,12.1397,
67108864,112,0.45181,0.399213,9.56643,3.92841,12.7577,
67108864,120,0.450345,0.398001,9.78769,3.98006,13.3666,
67108864,128,0.199501,0.393932,10.0188,4.05506,14.258,
67108864,136,0.450067,0.394461,10.2706,4.01232,14.7416,
67108864,144,0.447899,0.393658,10.6267,4.00197,15.4727,
67108864,152,0.449714,0.39516,10.9925,3.98913,16.1293,
67108864,160,0.44486,0.392059,11.3008,3.99483,17.0793,
67108864,168,0.450656,0.393824,11.7123,4.0168,17.9361,
67108864,176,0.442755,0.392551,12.0005,4.02302,18.6072,
67108864,184,0.444225,0.391968,12.3633,4.04047,19.2817,
67108864,192,0.445672,0.388539,12.7158,4.05854,19.9294,
67108864,200,0.442594,0.388061,13.0879,4.08977,20.6898,
67108864,208,0.443112,0.387953,13.4602,4.1063,21.5574,
67108864,216,0.445302,0.38789,13.8382,4.12418,21.8341,
67108864,224,0.446,0.385151,14.3288,4.14617,22.5794,
67108864,232,0.444746,0.386259,14.5813,4.16363,23.1153,
67108864,240,0.444318,0.384079,15.0263,4.17791,23.7286,
67108864,248,0.44423,0.38495,15.3273,4.20785,24.3501,
67108864,256,0.193743,0.378277,15.9147,4.22838,24.9787,
67108864,264,0.442996,0.382561,16.0647,4.20825,25.4758,
67108864,272,0.445349,0.379539,16.4941,4.17794,26.2689,
67108864,280,0.446474,0.378712,17.0565,4.14061,26.7843,
67108864,288,0.443472,0.377071,17.2326,4.11265,27.0767,
67108864,296,0.444465,0.376649,17.4312,4.07597,27.3966,
67108864,304,0.4474,0.375333,17.7882,4.05176,28.1023,
67108864,312,0.447489,0.374197,18.3001,4.03037,28.5257,
67108864,320,0.445354,0.373462,18.9803,4.01046,29.3854,
67108864,328,0.444677,0.371023,19.2142,4.00889,29.6332,
67108864,336,0.444578,0.369682,19.3084,3.97539,29.9721,
67108864,344,0.445606,0.367291,19.5599,3.95349,30.0865,
67108864,352,0.442813,0.3678,19.7507,3.95055,30.8035,
67108864,360,0.445048,0.364337,20.0267,3.91544,30.8412,
67108864,368,0.445295,0.361064,20.435,3.90892,31.0387,
67108864,376,0.445217,0.35945,20.9395,3.89145,31.4383,
67108864,384,0.452276,0.352678,21.4424,3.87015,31.7703,
67108864,392,0.443037,0.354776,22.0679,3.86309,32.1821,
67108864,400,0.44878,0.353898,22.7957,3.84845,32.6202,
67108864,408,0.443117,0.390417,23.3571,3.83506,33.3711,
67108864,416,0.441611,0.390716,23.3642,3.8364,33.6813,
67108864,424,0.443636,0.389767,23.4303,3.85125,33.7627,
67108864,432,0.447717,0.389715,23.4353,3.85961,34.0232,
67108864,440,0.443363,0.390614,23.4944,3.87326,34.4372,
67108864,448,0.44349,0.390157,23.5519,3.88891,34.8352,
67108864,456,0.446143,0.389272,23.6359,3.89955,35.2485,
67108864,464,0.446541,0.388658,23.7168,3.90494,35.8312,
67108864,472,0.442502,0.388719,23.8334,3.92517,35.9643,
67108864,480,0.442349,0.388115,23.9112,3.92696,36.3241,
67108864,488,0.441282,0.388267,24.0348,3.95153,36.7581,
67108864,496,0.440825,0.388148,24.1458,3.96229,37.1406,
67108864,504,0.445477,0.390561,24.2891,3.98528,37.5733,
67108864,512,0.204703,0.383781,24.438,3.99497,38.7044,
