N,node size,build horizontal(s),build vertical(s),seq search(s),binary search(s), simd search(s)
33554432,8,0.130925,0.247335,2.20044,2.14719,3.16828,
33554432,16,0.120656,0.203777,2.26078,1.97182,2.96675,
33554432,24,0.238704,0.210686,2.41212,1.90714,3.01366,
33554432,32,0.111221,0.213549,2.67423,1.82095,3.10793,
33554432,40,0.233585,0.216885,2.86271,1.82869,3.44315,
33554432,48,0.230819,0.206274,3.12641,1.84072,3.7944,
33554432,56,0.232505,0.201395,3.36163,1.84362,4.06869,
33554432,64,0.102689,0.194371,3.62854,1.81998,4.35042,
33554432,72,0.230501,0.187582,3.79058,1.72881,4.47667,
33554432,80,0.227582,0.211034,3.99566,1.70348,4.68114,
33554432,88,0.228637,0.210203,4.02672,1.7214,4.91375,
33554432,96,0.226514,0.20971,4.0863,1.75383,5.18693,
33554432,104,0.228289,0.209234,4.17727,1.78998,5.46375,
33554432,112,0.232793,0.207472,4.33238,1.82433,5.71716,
33554432,120,0.227211,0.206639,4.47359,1.84745,5.98804,
33554432,128,0.100325,0.2051,4.64618,1.87972,6.44502,
33554432,136,0.229291,0.205794,4.81409,1.86847,6.69854,
33554432,144,0.230103,0.204378,4.98869,1.86739,7.12332,
33554432,152,0.227838,0.203822,5.15333,1.86028,7.35161,
33554432,160,0.226273,0.204082,5.37882,1.86374,7.60438,
33554432,168,0.228252,0.203193,5.55075,1.87041,7.96952,
33554432,176,0.225806,0.202248,5.72031,1.87334,8.25299,
33554432,184,0.226625,0.201081,5.86417,1.87058,8.5954,
33554432,192,0.227323,0.200049,6.05595,1.87975,8.9774,
33554432,200,0.225772,0.199264,6.24899,1.89188,9.28409,
33554432,208,0.225098,0.198366,6.42373,1.89955,9.62859,
33554432,216,0.224536,0.197367,6.56868,1.90066,9.84703,
33554432,224,0.226414,0.195751,6.86348,1.90651,10.2012,
33554432,232,0.226827,0.194939,6.91404,1.91012,10.3831,
33554432,240,0.225927,0.19402,7.06309,1.9077,10.5376,
33554432,248,0.225236,0.192698,7.30979,1.91242,10.7682,
33554432,256,0.0985439,0.189843,7.63432,1.91908,11.1556,
33554432,264,0.231473,0.188986,7.68211,1.8936,11.245,
33554432,272,0.225892,0.187787,7.71981,1.87424,11.2875,
33554432,280,0.225526,0.186402,7.83512,1.8535,11.579,
33554432,288,0.225287,0.184501,7.99205,1.83333,11.5972,
33554432,296,0.226604,0.182774,8.20024,1.81522,11.8293,
33554432,304,0.225563,0.18042,8.45239,1.79466,11.9886,
33554432,312,0.224845,0.178638,8.75048,1.77588,12.1155,
33554432,320,0.224192,0.176712,9.11525,1.75761,12.3547,
33554432,328,0.2245,0.20502,9.20747,1.75639,12.5932,
33554432,336,0.225056,0.204081,9.21767,1.75588,12.6591,
33554432,344,0.223819,0.204469,9.23661,1.75692,12.8194,
33554432,352,0.225392,0.204344,9.26308,1.75842,12.9123,
33554432,360,0.225375,0.204193,9.32542,1.76296,13.139,
33554432,368,0.224704,0.204001,9.33592,1.77083,13.3248,
33554432,376,0.224006,0.204445,9.37904,1.76604,13.4452,
33554432,384,0.223752,0.203556,9.4313,1.76778,13.5465,
33554432,392,0.22492,0.20384,9.48839,1.78308,13.7532,
33554432,400,0.225006,0.203775,9.54661,1.78589,13.9624,
33554432,408,0.224057,0.204022,9.60968,1.78699,14.0968,
33554432,416,0.225697,0.203249,9.70943,1.79428,14.3834,
33554432,424,0.225211,0.203785,9.74398,1.79387,14.4771,
33554432,432,0.226954,0.203443,9.81692,1.79727,14.6381,
33554432,440,0.224443,0.203636,9.89379,1.80422,14.778,
33554432,448,0.224982,0.203731,9.97193,1.80741,14.9497,
33554432,456,0.22487,0.203316,10.0528,1.81651,15.1099,
33554432,464,0.226457,0.203697,10.1692,1.82417,15.3707,
33554432,472,0.225708,0.203364,10.2274,1.82877,15.5159,
33554432,480,0.22655,0.203144,10.3482,1.83276,15.7415,
33554432,488,0.224397,0.203469,10.4098,1.84412,15.8991,
33554432,496,0.225139,0.203702,10.5012,1.85031,16.1668,
33554432,504,0.225532,0.20366,10.5984,1.85961,16.2961,
33554432,512,0.106724,0.200363,10.6935,1.86353,16.5672,
