N,node size,build horizontal(s),build vertical(s),seq search(s),binary search(s), simd search(s)
134217728,8,0.521805,0.922359,9.52505,9.87502,14.642,
134217728,16,0.465775,0.855453,9.61418,9.07723,13.4454,
134217728,24,0.942875,0.823573,10.2419,8.63026,13.2972,
134217728,32,0.444302,0.793859,11.0973,8.63163,14.7168,
134217728,40,0.934297,0.77568,12.5503,8.12953,15.5184,
134217728,48,0.919363,0.797772,13.3625,8.29561,16.9339,
134217728,56,0.920841,0.794696,14.2398,8.37895,18.1084,
134217728,64,0.406954,0.783609,15.2073,8.4728,19.5616,
134217728,72,0.914284,0.776132,16.2716,8.31081,21.1057,
134217728,80,0.902019,0.780872,17.2639,8.22118,22.5803,
134217728,88,0.906618,0.773838,18.2125,8.15643,23.8425,
134217728,96,0.901092,0.753494,18.8872,8.1687,24.6221,
134217728,104,0.90245,0.730465,20.1631,8.20663,25.3945,
134217728,112,0.906975,0.798525,20.9584,8.28935,26.7622,
134217728,120,0.902046,0.79564,21.1167,8.49281,27.8258,
134217728,128,0.397494,0.788524,21.3228,8.67761,28.8638,
134217728,136,0.927853,0.792409,21.7209,8.53184,30.4035,
134217728,144,0.900855,0.792698,22.0764,8.51213,31.6523,
134217728,152,0.90246,0.790099,22.5921,8.47448,33.9155,
134217728,160,0.895619,0.787458,23.0303,8.50066,35.7273,
134217728,168,0.9004,0.796234,23.7684,8.53592,37.6348,
134217728,176,0.890723,0.786806,24.3257,8.58316,38.9932,
134217728,184,0.894189,0.784713,25.0208,8.6381,40.2681,
134217728,192,0.898242,0.781306,25.7806,8.67721,41.6621,
134217728,200,0.888885,0.782475,26.4714,8.74302,42.6878,
134217728,208,0.89534,0.780222,27.2102,8.83561,44.302,
134217728,216,0.896951,0.780682,27.9345,8.86137,45.3152,
134217728,224,0.90073,0.777509,28.7834,8.90078,46.8077,
134217728,232,0.895595,0.779687,29.4262,8.96422,48.6011,
134217728,240,0.894789,0.777262,30.1153,8.98372,50.1512,
134217728,248,0.902718,0.774847,31.0095,9.0788,51.0504,
134217728,256,0.389462,0.776119,31.8249,9.08445,52.6449,
134217728,264,0.897925,0.77476,32.3575,8.99523,53.5119,
134217728,272,0.894988,0.770524,33.0609,8.95954,54.7468,
134217728,280,0.899441,0.772878,34.057,8.94789,56.2354,
134217728,288,0.891779,0.771876,34.5346,8.91211,57.1818,
134217728,296,0.896257,0.766549,35.4815,8.8301,58.6036,
134217728,304,0.899883,0.765858,36.1178,8.82238,59.6722,
134217728,312,0.902449,0.765203,36.7183,8.82506,60.8603,
134217728,320,0.898318,0.766692,37.867,8.78523,62.3237,
134217728,328,0.900306,0.760834,38.3938,8.76614,63.3015,
134217728,336,0.892979,0.758289,38.8677,8.7607,64.4268,
134217728,344,0.898822,0.761454,39.7269,8.74533,65.39,
134217728,352,0.895725,0.756549,40.9506,8.73128,66.8915,
134217728,360,0.893243,0.75306,41.5249,8.70323,67.7299,
134217728,368,0.900212,0.748346,41.8086,8.69086,68.6731,
134217728,376,0.895063,0.750583,42.3283,8.69051,69.4487,
134217728,384,0.896914,0.748105,43.1585,8.66612,70.7578,
134217728,392,0.892331,0.748298,44.1314,8.67474,71.5441,
134217728,400,0.900778,0.746506,45.4446,8.63891,72.592,
134217728,408,0.899464,0.742066,46.5365,8.63257,74.6261,
134217728,416,0.89846,0.738299,46.7451,8.62457,74.1661,
134217728,424,0.903296,0.737838,46.8385,8.57423,74.993,
134217728,432,0.899183,0.732571,47.2133,8.54723,75.5113,
134217728,440,0.900695,0.729799,47.6562,8.54599,75.8306,
134217728,448,0.894597,0.731798,48.3602,8.547,76.3996,
134217728,456,0.899846,0.723495,48.9219,8.53379,77.0626,
134217728,464,0.892901,0.720492,49.6834,8.47142,77.4074,
134217728,472,0.895909,0.718243,50.6319,8.46695,78.5759,
134217728,480,0.898677,0.716968,51.6705,8.43187,79.2053,
134217728,488,0.891461,0.710924,52.793,8.41121,79.906,
134217728,496,0.892784,0.707617,54.0853,8.42997,80.7282,
134217728,504,0.902682,0.704281,55.7426,8.39202,81.9666,
134217728,512,0.408494,0.763801,56.9467,8.38102,82.905,
