N,node size,build horizontal(s),build vertical(s),seq search(s),binary search(s), simd search(s)
134217728,8,0.172227,0.260917,12.0775,13.5374,17.7906,
134217728,16,0.154935,0.240944,11.0098,13.0379,14.2255,
134217728,24,0.646845,0.222113,11.5179,12.3789,13.4193,
134217728,32,0.148072,0.21635,12.06,13.4538,13.6383,
134217728,40,0.644243,0.219426,12.0728,13.508,13.4333,
134217728,48,0.634347,0.211771,12.4916,13.7452,13.9522,
134217728,56,0.63543,0.212845,13.1067,14.5696,14.5901,
134217728,64,0.128944,0.208981,13.5674,14.8642,17.5135,
134217728,72,0.636394,0.212915,14.218,14.9654,18.3008,
134217728,80,0.62854,0.208757,14.9572,15.189,19.7095,
134217728,88,0.634756,0.211445,15.1939,15.1765,19.8331,
134217728,96,0.63119,0.203487,15.6574,15.0017,20.2193,
134217728,104,0.631708,0.202464,16.0693,15.4935,20.6004,
134217728,112,0.630777,0.210088,16.4914,15.7223,20.9524,
134217728,120,0.630999,0.209033,16.3949,15.3876,21.2655,
134217728,128,0.129005,0.209268,16.8686,16.1171,22.1869,
134217728,136,0.635996,0.209006,16.7446,15.496,21.913,
134217728,144,0.630113,0.20844,17.0981,16.0342,22.3934,
134217728,152,0.63078,0.210049,17.557,15.8846,22.8574,
134217728,160,0.627295,0.220481,17.3659,15.5409,22.9151,
134217728,168,0.629409,0.209909,17.6208,15.4221,23.3904,
134217728,176,0.62458,0.206056,17.7001,15.3934,23.9114,
134217728,184,0.623427,0.206687,18.2795,15.7801,23.9057,
134217728,192,0.629839,0.204529,18.3694,15.4908,24.0156,
134217728,200,0.626829,0.206245,18.5483,15.5914,24.2851,
134217728,208,0.630422,0.205842,18.9632,16.1115,24.3342,
134217728,216,0.629786,0.208915,19.046,16.0068,24.525,
134217728,224,0.629125,0.208097,19.0777,16.144,24.6063,
134217728,232,0.628379,0.208835,19.3808,16.2383,24.9173,
134217728,240,0.629182,0.205544,19.1544,15.795,24.8136,
134217728,248,0.630473,0.205579,19.7834,16.3873,25.4501,
134217728,256,0.129426,0.203864,18.5564,15.7647,25.0107,
134217728,264,0.625586,0.202352,19.7602,15.9571,25.9356,
134217728,272,0.628857,0.202209,19.8091,15.9472,26.1838,
134217728,280,0.626969,0.204506,20.0024,15.9837,26.5739,
134217728,288,0.624813,0.207003,20.211,16.4768,26.9013,
134217728,296,0.628859,0.203949,20.2804,16.3574,27.3062,
134217728,304,0.630296,0.206328,20.3892,16.4014,27.5465,
134217728,312,0.628224,0.204275,20.3624,16.0129,27.8811,
134217728,320,0.626959,0.205744,20.2476,16.0817,28.2468,
134217728,328,0.626448,0.205285,20.6563,16.2734,28.6195,
134217728,336,0.625486,0.205255,20.5475,16.1353,28.8599,
134217728,344,0.628337,0.204129,20.6741,16.155,29.3288,
134217728,352,0.627404,0.205403,20.695,16.2614,29.5393,
134217728,360,0.627054,0.202263,20.9195,16.3817,29.9615,
134217728,368,0.627241,0.200467,21.0255,16.3646,30.1475,
134217728,376,0.625558,0.200405,21.0345,16.3125,30.4915,
134217728,384,0.629645,0.202154,20.5084,16.317,30.5755,
134217728,392,0.626041,0.204243,21.3636,16.3948,31.1858,
134217728,400,0.628626,0.201178,21.4539,16.6515,31.487,
134217728,408,0.629429,0.199364,21.7131,16.4782,31.8189,
134217728,416,0.628902,0.202133,21.5542,16.545,32.0852,
134217728,424,0.6285,0.200393,21.6699,16.6804,32.3929,
134217728,432,0.626468,0.202403,21.6999,16.602,32.517,
134217728,440,0.628574,0.199356,21.7895,16.571,32.9058,
134217728,448,0.625571,0.197565,21.6149,16.8475,33.084,
134217728,456,0.627811,0.198243,22.0662,16.717,33.4144,
134217728,464,0.623809,0.197806,22.1311,16.7467,33.668,
134217728,472,0.627039,0.198014,22.4566,16.6861,34.0407,
134217728,480,0.629243,0.195938,22.4893,16.9311,34.2864,
134217728,488,0.625391,0.196517,22.828,16.8191,34.7049,
134217728,496,0.627455,0.200025,22.9587,16.8022,34.8904,
134217728,504,0.627473,0.197277,23.4144,16.8264,35.3477,
134217728,512,0.129985,0.204399,21.7727,16.3636,34.6675,
