N,node size,build horizontal(s),build vertical(s),seq search(s),binary search(s), simd search(s)
67108864,8,0.269202,0.484098,21.3278,24.246,30.1342,
67108864,16,0.240239,0.446332,19.6063,23.6558,25.7359,
67108864,24,0.480271,0.400175,20.3519,23.3172,24.9064,
67108864,32,0.229267,0.400618,20.5591,25.0309,24.5194,
67108864,40,0.470446,0.401474,20.6545,25.0459,24.1446,
67108864,48,0.466437,0.382174,21.2701,25.1879,24.8569,
67108864,56,0.468416,0.387843,21.9979,26.1539,27.0241,
67108864,64,0.205516,0.378255,22.9581,26.537,29.8099,
67108864,72,0.467285,0.387632,23.2373,26.0083,30.4026,
67108864,80,0.460603,0.392461,24.1625,26.3487,31.8681,
67108864,88,0.463321,0.390793,24.0273,25.4805,31.97,
67108864,96,0.456448,0.37806,24.4543,24.6487,32.3502,
67108864,104,0.459073,0.377047,24.961,25.6674,33.3654,
67108864,112,0.459748,0.377101,25.8581,26.5201,34.5733,
67108864,120,0.458173,0.375413,25.6463,25.9131,34.8578,
67108864,128,0.201523,0.373205,25.8921,25.9386,35.0748,
67108864,136,0.459309,0.374011,26.6679,26.1556,36.3843,
67108864,144,0.456784,0.378364,27.7696,26.7439,37.8875,
67108864,152,0.459835,0.378107,27.6598,26.1042,37.9275,
67108864,160,0.45539,0.373188,29.1509,26.9182,39.0638,
67108864,168,0.457559,0.376227,28.7452,26.3009,39.8133,
67108864,176,0.451562,0.372009,29.211,26.4146,40.1023,
67108864,184,0.453276,0.373649,29.7234,26.3922,40.693,
67108864,192,0.456277,0.371537,30.03,26.4383,40.8946,
67108864,200,0.45183,0.373467,30.9729,27.5073,41.3711,
67108864,208,0.452678,0.372284,31.2604,27.2393,41.5536,
67108864,216,0.454212,0.37383,31.9149,28.22,42.6416,
67108864,224,0.456597,0.376828,32.1377,28.215,42.52,
67108864,232,0.454078,0.372613,32.5308,27.9256,43.4301,
67108864,240,0.453575,0.371693,32.7503,27.9366,43.8815,
67108864,248,0.454602,0.37373,33.0926,28.4979,44.5743,
67108864,256,0.196043,0.371114,31.6668,28.5737,44.6078,
67108864,264,0.453231,0.372633,33.7204,28.4034,46.1845,
67108864,272,0.454938,0.373985,33.7342,28.9635,46.7837,
67108864,280,0.455415,0.37591,34.3674,29.0281,47.5472,
67108864,288,0.451714,0.375087,34.3312,29.0727,48.0226,
67108864,296,0.45665,0.375055,34.7918,29.0373,48.7189,
67108864,304,0.457147,0.382136,34.5793,28.8747,49.101,
67108864,312,0.457205,0.379818,35.1196,28.4111,50.3663,
67108864,320,0.454947,0.378063,35.0395,28.7535,51.0458,
67108864,328,0.455262,0.379836,35.5374,28.9371,51.5436,
67108864,336,0.456647,0.382788,35.3823,29.2356,51.7661,
67108864,344,0.457434,0.382218,35.6935,28.4831,52.5652,
67108864,352,0.45429,0.381548,36.706,28.8484,52.5461,
67108864,360,0.456572,0.399576,35.9825,29.3327,53.2792,
67108864,368,0.454894,0.380319,36.2357,28.8354,53.822,
67108864,376,0.458475,0.381462,36.4223,29.1079,54.4464,
67108864,384,0.463272,0.381956,35.4461,29.1528,54.2629,
67108864,392,0.456144,0.382485,37.1871,29.4396,55.452,
67108864,400,0.459626,0.390579,37.6935,29.5404,55.6665,
67108864,408,0.453509,0.368177,38.1538,29.4415,56.6167,
67108864,416,0.451898,0.368608,39.2688,29.6686,56.8576,
67108864,424,0.454182,0.36757,38.2126,29.3493,57.8729,
67108864,432,0.458121,0.373783,38.0923,29.4083,58.1727,
67108864,440,0.454193,0.367432,38.1414,29.9,58.6702,
67108864,448,0.453255,0.367309,37.6088,30.1271,59.2864,
67108864,456,0.454531,0.365854,38.2009,29.7254,59.8202,
67108864,464,0.455588,0.372282,38.1835,29.8277,60.2471,
67108864,472,0.45465,0.366684,38.2674,30.6574,60.8084,
67108864,480,0.454095,0.367232,38.3218,30.477,61.5684,
67108864,488,0.453158,0.36663,38.4303,30.4905,62.0772,
67108864,496,0.452797,0.371484,38.5429,30.5753,62.8683,
67108864,504,0.454607,0.365403,38.6422,30.5034,63.5099,
67108864,512,0.209543,0.362506,36.3393,29.7928,62.5111,
