N,node size,build horizontal(s),build vertical(s),seq search(s),binary search(s), simd search(s)
33554432,8,0.129171,0.245877,9.17514,10.4946,13.3827,
33554432,16,0.123596,0.212465,8.58703,10.429,10.9957,
33554432,24,0.238388,0.208243,8.73936,10.2819,10.3607,
33554432,32,0.110715,0.203541,8.56111,10.737,10.0362,
33554432,40,0.231331,0.210013,8.34017,10.5382,9.78432,
33554432,48,0.22971,0.199142,8.58492,10.4293,10.0524,
33554432,56,0.231147,0.201413,8.77402,10.673,10.1674,
33554432,64,0.103322,0.191987,8.99534,10.6111,11.7579,
33554432,72,0.231445,0.194795,9.11455,10.5764,11.9066,
33554432,80,0.22628,0.198321,9.36752,10.4727,12.4732,
33554432,88,0.227803,0.195874,9.77424,10.7772,13.15,
33554432,96,0.224408,0.198025,10.3173,10.5534,13.6025,
33554432,104,0.226403,0.198324,10.2389,10.9091,13.3642,
33554432,112,0.225715,0.196844,10.8065,11.2645,14.2084,
33554432,120,0.225877,0.196121,10.8415,11.2687,14.6971,
33554432,128,0.100322,0.195293,11.2216,11.407,15.3271,
33554432,136,0.230573,0.19632,11.7618,11.7117,15.5749,
33554432,144,0.228912,0.197035,12.0184,11.7388,16.0598,
33554432,152,0.230141,0.197623,12.1657,11.6464,16.2457,
33554432,160,0.228464,0.19426,12.464,11.7297,16.6687,
33554432,168,0.228994,0.196083,12.854,11.8807,17.2626,
33554432,176,0.227255,0.194397,13.0172,11.8305,17.5036,
33554432,184,0.228063,0.194169,13.4593,11.9784,17.6314,
33554432,192,0.229529,0.192528,13.4904,11.8254,17.8174,
33554432,200,0.227788,0.193545,13.9719,12.1599,18.0796,
33554432,208,0.228174,0.19234,14.2083,12.3683,17.9497,
33554432,216,0.227672,0.192062,14.3658,12.2923,18.3345,
33554432,224,0.229337,0.192595,14.6463,12.4078,18.547,
33554432,232,0.228571,0.19117,14.6445,12.3991,18.8589,
33554432,240,0.227871,0.191023,14.9223,12.6891,18.976,
33554432,248,0.228203,0.190931,15.051,12.6303,19.3569,
33554432,256,0.0986655,0.187894,14.0527,12.533,19.4693,
33554432,264,0.227504,0.189036,15.2754,12.6195,20.0557,
33554432,272,0.228626,0.187695,15.2996,12.6298,20.145,
33554432,280,0.228058,0.187645,15.3654,12.5106,20.4209,
33554432,288,0.228752,0.188353,15.442,12.6844,20.5389,
33554432,296,0.229066,0.186199,15.5967,12.6089,20.8582,
33554432,304,0.228936,0.185494,15.6229,12.6278,21.1951,
33554432,312,0.22909,0.18489,15.8133,12.5126,21.5551,
33554432,320,0.227371,0.184619,15.7807,12.613,21.8985,
33554432,328,0.22747,0.195006,16.0946,12.5857,22.0421,
33554432,336,0.227377,0.192345,15.9698,12.7432,22.1965,
33554432,344,0.227246,0.194975,16.0128,12.5612,22.7219,
33554432,352,0.227831,0.194845,15.8072,12.6456,22.9028,
33554432,360,0.225894,0.193875,15.8555,12.672,23.2131,
33554432,368,0.227945,0.19227,15.7448,12.7634,23.3756,
33554432,376,0.227096,0.193868,15.8829,12.9472,23.6818,
33554432,384,0.22604,0.193091,15.269,12.7638,23.8738,
33554432,392,0.226993,0.193401,15.759,12.9994,24.1905,
33554432,400,0.227757,0.192053,15.753,12.8102,24.5276,
33554432,408,0.227459,0.193525,16.0514,12.9045,24.9586,
33554432,416,0.226356,0.193312,15.7236,13.0681,25.0705,
33554432,424,0.229931,0.193506,16.0518,13.0764,25.5108,
33554432,432,0.230741,0.195805,15.9818,13.099,25.7266,
33554432,440,0.228008,0.19262,16.0774,13.123,26.0707,
33554432,448,0.22839,0.192655,15.9126,13.1759,26.3437,
33554432,456,0.228158,0.192234,16.1652,13.1226,26.6582,
33554432,464,0.229169,0.19461,16.2348,13.2998,26.8478,
33554432,472,0.228447,0.192351,16.3246,13.2619,27.186,
33554432,480,0.228207,0.192511,16.4076,13.3364,27.6211,
33554432,488,0.227399,0.192012,16.5274,13.3041,27.8624,
33554432,496,0.227218,0.194255,16.6083,13.3911,28.146,
33554432,504,0.228531,0.192075,16.6891,13.3246,28.5262,
33554432,512,0.103138,0.191173,15.4655,13.5507,28.0721,
