N,node size,build horizontal(s),build vertical(s),seq search(s),binary search(s), simd search(s)
67108864,8,0.0902875,0.13003,5.72843,6.39744,7.81,
67108864,16,0.0832876,0.118637,5.12971,6.09826,6.61605,
67108864,24,0.330501,0.107737,5.36913,6.08923,6.44874,
67108864,32,0.0804038,0.115558,5.4352,6.58071,6.37597,
67108864,40,0.324638,0.109017,5.43738,6.58287,6.3562,
67108864,48,0.322323,0.10285,5.72665,6.68922,6.67426,
67108864,56,0.32144,0.104884,5.92095,6.99912,7.26602,
67108864,64,0.0689034,0.101936,6.09851,7.0665,8.05796,
67108864,72,0.322852,0.104174,6.52823,7.10647,8.54913,
67108864,80,0.321578,0.105808,6.57411,6.8955,8.73491,
67108864,88,0.321057,0.104731,6.60817,6.83554,8.84687,
67108864,96,0.31866,0.103807,6.61613,6.5552,8.9334,
67108864,104,0.319441,0.104545,6.93239,7.00853,9.31909,
67108864,112,0.320252,0.102051,7.01806,7.04024,9.58497,
67108864,120,0.319574,0.1031,7.06625,7.01411,9.72622,
67108864,128,0.069432,0.101969,7.05703,6.9505,9.68996,
67108864,136,0.320636,0.103661,7.23202,7.08812,10.2443,
67108864,144,0.320136,0.101965,7.64848,7.15326,10.3617,
67108864,152,0.319021,0.102202,7.60872,7.08612,10.4552,
67108864,160,0.318351,0.102614,7.68843,6.88127,10.5977,
67108864,168,0.320568,0.102831,7.89493,7.17378,10.7803,
67108864,176,0.318762,0.107618,8.0555,7.23272,10.9269,
67108864,184,0.317807,0.103103,8.13364,7.19266,11.1267,
67108864,192,0.319505,0.101636,8.19447,7.04196,11.0987,
67108864,200,0.318957,0.10064,8.4432,7.27778,11.2636,
67108864,208,0.318668,0.100662,8.73474,7.40644,11.3688,
67108864,216,0.319767,0.107524,8.64247,7.43955,11.5578,
67108864,224,0.321059,0.101597,8.7575,7.40643,11.5886,
67108864,232,0.319422,0.100621,8.87931,7.51887,11.8147,
67108864,240,0.319781,0.100425,8.97363,7.56047,11.951,
67108864,248,0.32054,0.103713,9.22245,7.52923,12.1753,
67108864,256,0.066272,0.100209,8.49685,7.56628,12.0542,
67108864,264,0.323284,0.101148,9.2308,7.57503,12.6063,
67108864,272,0.319144,0.100908,9.58704,7.72114,12.7492,
67108864,280,0.321535,0.100944,9.45863,7.68756,12.9853,
67108864,288,0.321661,0.101252,9.46712,7.68078,13.1103,
67108864,296,0.321921,0.10174,9.531,7.70826,13.3372,
67108864,304,0.322788,0.103251,9.56344,7.74258,13.4847,
67108864,312,0.320606,0.102326,9.70618,7.71068,13.7351,
67108864,320,0.320458,0.102617,9.71804,7.784,13.98,
67108864,328,0.320647,0.102362,9.88256,7.71015,14.0972,
67108864,336,0.320277,0.103183,9.80935,7.76525,14.1578,
67108864,344,0.321331,0.103377,9.87469,7.90759,14.344,
67108864,352,0.31863,0.101782,9.80737,7.8056,14.4193,
67108864,360,0.320222,0.102187,9.97979,7.78779,14.6073,
67108864,368,0.320591,0.102807,9.95596,8.26357,14.7064,
67108864,376,0.319607,0.103832,10.0874,7.87308,14.8852,
67108864,384,0.322438,0.103288,10.0818,7.83509,14.9199,
67108864,392,0.319806,0.103101,10.319,7.84257,15.257,
67108864,400,0.319113,0.104931,10.4322,7.87532,15.3723,
67108864,408,0.319843,0.100313,10.5994,7.8504,15.5871,
67108864,416,0.318623,0.0994974,10.542,7.94326,15.6466,
67108864,424,0.319247,0.100275,10.6146,7.99669,15.8808,
67108864,432,0.321088,0.101214,10.5379,7.99725,16.0155,
67108864,440,0.318777,0.099757,10.6278,7.99553,16.2,
67108864,448,0.320296,0.0991705,10.5033,8.06028,16.369,
67108864,456,0.318276,0.098998,10.6827,8.06273,16.5803,
67108864,464,0.318354,0.0999128,10.7161,8.1232,16.6812,
67108864,472,0.320079,0.0991791,10.8561,8.10877,16.9617,
67108864,480,0.319402,0.10157,10.7227,8.16669,17.0475,
67108864,488,0.318608,0.100714,10.8049,8.12956,17.307,
67108864,496,0.3174,0.102767,10.8249,8.1574,17.4654,
67108864,504,0.321052,0.101368,10.8922,8.22978,17.6026,
67108864,512,0.0683658,0.0986597,10.1463,8.03255,17.1986,
