N,node size,build horizontal(s),build vertical(s),seq search(s),binary search(s), simd search(s)
67108864,8,0.0597237,0.0855627,2.85521,3.23206,
67108864,16,0.0482381,0.0747079,2.7763,3.00907,3.0727,
67108864,24,0.165114,0.0646207,2.71964,3.05707,
67108864,32,0.0484853,0.0696213,2.70087,3.05804,2.90206,
67108864,40,0.163498,0.0625784,2.69641,3.00894,
67108864,48,0.165906,0.0602708,2.74105,2.90281,2.84541,
67108864,56,0.16159,0.061332,2.71041,2.93181,
67108864,64,0.040174,0.0631048,2.83854,3.05399,3.01703,
67108864,72,0.167493,0.086436,2.82262,2.87287,
67108864,80,0.170799,0.0677166,2.89034,2.9068,2.99519,
67108864,88,0.176563,0.0716715,3.01251,2.92106,
67108864,96,0.158861,0.0598806,3.16887,3.02229,3.58294,
67108864,104,0.159371,0.0584955,3.13873,3.00035,
67108864,112,0.158534,0.0652995,3.27401,3.13235,3.72547,
67108864,120,0.160178,0.059631,3.30199,3.12977,
67108864,128,0.0332273,0.0579784,3.47099,3.2636,4.12069,
67108864,136,0.157371,0.0580261,3.53194,3.19723,
67108864,144,0.159238,0.0587313,3.60216,3.19176,4.18878,
67108864,152,0.159309,0.0585251,3.76177,3.29009,
67108864,160,0.161882,0.0657013,3.83382,3.2888,4.49577,
67108864,168,0.157811,0.057784,3.96688,3.27664,
67108864,176,0.160765,0.0585476,4.10821,3.26547,4.83967,
67108864,184,0.160381,0.0577091,4.22865,3.32069,
67108864,192,0.161575,0.0589798,4.33128,3.27682,5.15551,
67108864,200,0.160144,0.0603421,4.44585,3.39455,
67108864,208,0.1602,0.0588634,4.54176,3.409,5.36121,
67108864,216,0.162054,0.0593078,4.66876,3.4327,
67108864,224,0.176147,0.0591718,4.80071,3.49318,5.64762,
67108864,232,0.161815,0.0590662,4.9051,3.52008,
67108864,240,0.162195,0.0596705,5.00381,3.55622,5.90525,
67108864,248,0.162806,0.059576,5.11036,3.59525,
67108864,256,0.0344017,0.0593792,5.3155,3.71769,6.21571,
67108864,264,0.164017,0.0606403,5.33538,3.62922,
67108864,272,0.164065,0.0605179,5.45737,3.62692,6.37461,
67108864,280,0.164044,0.0605006,5.6141,3.61181,
67108864,288,0.16545,0.0611234,5.65724,3.60483,6.56527,
67108864,296,0.164476,0.0616447,5.81486,3.65444,
67108864,304,0.164982,0.0622992,5.8591,3.64388,6.71509,
67108864,312,0.167765,0.0629369,5.96622,3.67064,
67108864,320,0.174507,0.0634959,6.1236,3.68509,6.84327,
67108864,328,0.16811,0.0636737,6.17924,3.70339,
67108864,336,0.169648,0.0642381,6.2874,3.70663,6.94723,
67108864,344,0.169163,0.0839752,6.28787,3.69999,
67108864,352,0.190107,0.0696153,6.32573,3.67842,6.96937,
67108864,360,0.170683,0.0656182,6.4109,3.72845,
67108864,368,0.171012,0.0668858,6.53941,3.76493,7.09999,
67108864,376,0.171055,0.067869,6.62595,3.76846,
67108864,384,0.171464,0.0685263,6.7562,3.72911,7.15291,
67108864,392,0.17338,0.0695207,6.91106,3.81022,
67108864,400,0.172121,0.0706401,7.06509,3.79631,7.26786,
67108864,408,0.157597,0.0561109,7.18774,3.83266,
67108864,416,0.15685,0.0558214,7.22358,3.78882,7.36067,
67108864,424,0.158605,0.0559359,7.25314,3.84865,
67108864,432,0.159504,0.0553448,7.28666,3.83402,7.49111,
67108864,440,0.156921,0.0558652,7.27584,3.85356,
67108864,448,0.159393,0.0555387,7.32387,3.90561,7.57401,
67108864,456,0.160425,0.0563603,7.40546,3.90585,
67108864,464,0.158066,0.0556456,7.39465,3.91347,7.72196,
67108864,472,0.159514,0.0570095,7.44891,3.91846,
67108864,480,0.158414,0.0573119,7.48028,3.90585,7.83518,
67108864,488,0.158611,0.0564167,7.53567,3.9294,
67108864,496,0.159683,0.0575605,7.54605,3.97183,8.05591,
67108864,504,0.157773,0.0555815,7.56179,3.95427,
67108864,512,0.0312942,0.0568828,7.26299,4.07889,7.76309,
