N,node size,build horizontal(s),build vertical(s),seq search(s),binary search(s), simd search(s)
67108864,8,0.0925466,0.210964,9.67673,11.0084,
67108864,16,0.0793418,0.190588,9.05272,10.2598,10.5376,
67108864,24,0.201985,0.174097,9.06215,10.3875,
67108864,32,0.0769809,0.171023,9.11707,10.6799,9.73421,
67108864,40,0.201015,0.179788,8.88196,10.4695,
67108864,48,0.200453,0.175869,8.97904,10.3495,9.3092,
67108864,56,0.203641,0.165414,8.93135,10.63,
67108864,64,0.0688195,0.160824,9.35497,10.9338,9.17928,
67108864,72,0.206256,0.165148,9.50905,10.5779,
67108864,80,0.195961,0.166589,9.17335,10.1823,8.54342,
67108864,88,0.197292,0.1626,9.52448,10.1566,
67108864,96,0.20221,0.168852,9.61347,10.0726,8.66379,
67108864,104,0.194156,0.164639,9.74637,10.3624,
67108864,112,0.199199,0.164759,9.92688,10.765,9.6288,
67108864,120,0.197534,0.166582,10.2008,10.8055,
67108864,128,0.0640771,0.162713,10.6689,11.2652,11.3704,
67108864,136,0.194593,0.164255,10.7447,11.0921,
67108864,144,0.193284,0.165145,10.9749,11.0403,11.3045,
67108864,152,0.190496,0.164496,11.2904,11.2244,
67108864,160,0.19084,0.205984,11.5163,11.2954,11.8836,
67108864,168,0.192278,0.161133,11.8236,11.3206,
67108864,176,0.195735,0.161891,12.1201,11.3043,12.556,
67108864,184,0.192528,0.161322,12.4136,11.5781,
67108864,192,0.193786,0.158787,12.6336,11.3691,13.0694,
67108864,200,0.192692,0.160968,12.9303,11.7444,
67108864,208,0.194394,0.163708,13.23,11.708,13.6384,
67108864,216,0.198658,0.162523,13.4522,11.9922,
67108864,224,0.195767,0.160451,13.9825,12.0075,14.322,
67108864,232,0.193501,0.163533,14.0297,12.1514,
67108864,240,0.192741,0.160355,14.306,12.1859,14.7871,
67108864,248,0.199036,0.160081,14.5411,12.3352,
67108864,256,0.0591913,0.160943,14.9966,12.4872,15.5577,
67108864,264,0.19206,0.160098,15.0108,12.4271,
67108864,272,0.195605,0.160543,15.3018,12.3999,15.7884,
67108864,280,0.200531,0.160352,15.6566,12.4686,
67108864,288,0.194417,0.160353,15.8444,12.3827,16.3001,
67108864,296,0.198117,0.158901,16.0008,12.4687,
67108864,304,0.194525,0.158079,16.2687,12.5319,16.6558,
67108864,312,0.192487,0.164221,16.5304,12.568,
67108864,320,0.196558,0.162976,16.9673,12.5691,16.9796,
67108864,328,0.194082,0.161085,17.0763,12.5877,
67108864,336,0.193652,0.156903,17.2657,12.5566,17.358,
67108864,344,0.198801,0.158256,17.3888,12.6053,
67108864,352,0.205634,0.159691,17.5511,12.5251,17.2832,
67108864,360,0.19671,0.160539,17.8535,12.7271,
67108864,368,0.197369,0.15892,18.0199,12.7121,17.3834,
67108864,376,0.195801,0.156861,18.2047,12.7859,
67108864,384,0.195523,0.161571,18.4473,12.5529,17.3947,
67108864,392,0.192201,0.160393,18.8277,12.8108,
67108864,400,0.19343,0.158557,19.2563,12.8075,17.5739,
67108864,408,0.198741,0.162072,19.4803,12.9041,
67108864,416,0.191012,0.158016,19.6366,12.8013,17.7203,
67108864,424,0.19619,0.159027,19.5969,12.965,
67108864,432,0.192413,0.159374,19.7015,13.0255,18.0396,
67108864,440,0.192479,0.163034,19.7054,13.083,
67108864,448,0.191647,0.158604,19.6815,13.0694,18.1275,
67108864,456,0.199395,0.157524,19.8043,13.1188,
67108864,464,0.195747,0.163632,19.9497,13.127,18.4858,
67108864,472,0.192259,0.163546,19.9379,13.1943,
67108864,480,0.196099,0.159036,20.0709,13.1988,18.7382,
67108864,488,0.193724,0.161623,20.0454,13.2422,
67108864,496,0.192724,0.160955,20.1685,13.2724,19.0877,
67108864,504,0.191355,0.159049,20.1056,13.3268,
67108864,512,0.0657852,0.160132,18.8141,13.5709,18.8925,
