N,node size,build horizontal(s),build vertical(s),seq search(s),binary search(s), simd search(s)
134217728,8,0.145559,0.199629,7.61759,8.27905,10.1383,
134217728,16,0.129008,0.176308,7.44905,7.76657,8.76022,
134217728,24,0.618789,0.164988,7.23783,7.49484,8.76668,
134217728,32,0.11576,0.161016,7.57634,7.96106,9.2661,
134217728,40,0.614823,0.156607,8.02932,8.06476,9.61566,
134217728,48,0.603847,0.157503,8.2315,8.13491,10.8163,
134217728,56,0.606092,0.157233,8.60096,8.57503,11.6837,
134217728,64,0.100991,0.153971,8.97403,8.73631,12.6927,
134217728,72,0.60178,0.154457,9.2955,8.7353,12.9701,
134217728,80,0.601984,0.178224,9.64947,8.77489,13.9905,
134217728,88,0.602534,0.152472,10.1568,8.93484,14.9524,
134217728,96,0.600965,0.150057,10.4687,8.92157,15.5954,
134217728,104,0.604657,0.148327,10.7076,9.06795,15.7567,
134217728,112,0.60052,0.15384,11.166,9.30224,16.4134,
134217728,120,0.602364,0.15403,11.3008,9.28842,16.7244,
134217728,128,0.0971716,0.154399,11.6819,9.74477,16.9814,
134217728,136,0.599904,0.153362,11.519,9.35367,17.2573,
134217728,144,0.598348,0.155289,11.6855,9.2119,17.6254,
134217728,152,0.598741,0.154739,11.8015,9.40216,17.7436,
134217728,160,0.596058,0.153333,12.1127,9.44283,17.8872,
134217728,168,0.596837,0.153892,12.2278,9.42697,18.1157,
134217728,176,0.597383,0.154133,12.3439,9.31854,18.2538,
134217728,184,0.597668,0.15312,12.5188,9.37311,18.4237,
134217728,192,0.600598,0.15088,12.4631,9.10633,18.6319,
134217728,200,0.597785,0.153137,12.7698,9.39695,18.5667,
134217728,208,0.596641,0.153328,13.0583,9.50631,18.8246,
134217728,216,0.59655,0.151669,13.3108,9.57693,19.1898,
134217728,224,0.597283,0.152346,13.3097,9.56024,19.5235,
134217728,232,0.596534,0.151361,13.5033,9.53963,19.4414,
134217728,240,0.597819,0.151291,13.6355,9.59417,19.6327,
134217728,248,0.597432,0.151158,13.8728,9.72638,20.0619,
134217728,256,0.0989785,0.15003,13.397,9.96068,19.6445,
134217728,264,0.597384,0.150664,14.0224,9.7618,20.5088,
134217728,272,0.599065,0.149595,14.2212,9.76072,20.6421,
134217728,280,0.597263,0.14972,14.3119,9.84773,20.9881,
134217728,288,0.598089,0.150492,14.2658,9.81082,21.0757,
134217728,296,0.59777,0.149111,14.5996,9.95695,21.6407,
134217728,304,0.597886,0.149845,14.6298,9.84212,21.8899,
134217728,312,0.597308,0.152654,14.7051,9.82206,22.1207,
134217728,320,0.598082,0.150367,14.7502,9.79554,22.4006,
134217728,328,0.61274,0.151813,15.0041,9.95717,22.7204,
134217728,336,0.596294,0.14971,15.0526,9.98596,22.9708,
134217728,344,0.596979,0.149413,15.2567,9.87712,23.3389,
134217728,352,0.597323,0.148601,15.255,9.97466,23.5249,
134217728,360,0.597567,0.148606,15.5616,9.99351,24.0767,
134217728,368,0.597796,0.148245,15.4939,10.0463,24.044,
134217728,376,0.598361,0.148587,15.6406,10.0076,24.7026,
134217728,384,0.599103,0.147691,15.4515,9.96039,24.4336,
134217728,392,0.599974,0.147275,15.9275,10.0493,25.042,
134217728,400,0.595894,0.14769,16.0939,9.99178,25.2632,
134217728,408,0.599344,0.146927,16.3107,10.0611,25.6167,
134217728,416,0.597618,0.146741,16.2818,10.054,25.7391,
134217728,424,0.59863,0.146254,16.4387,10.2533,26.325,
134217728,432,0.598041,0.145481,16.5264,10.161,26.2128,
134217728,440,0.597405,0.146,16.5823,10.26,26.5882,
134217728,448,0.596547,0.145753,16.6388,10.3007,26.6436,
134217728,456,0.599194,0.144736,16.9327,10.295,26.9959,
134217728,464,0.597812,0.144988,17.0917,10.3212,27.1981,
134217728,472,0.598372,0.145013,17.228,10.3861,27.5097,
134217728,480,0.602796,0.14359,17.308,10.3182,27.7238,
134217728,488,0.599244,0.144044,17.6424,10.3101,28.077,
134217728,496,0.596318,0.144275,17.896,10.4701,28.2942,
134217728,504,0.5987,0.143732,18.1631,10.4794,28.6834,
134217728,512,0.0987647,0.149302,17.4412,10.1204,27.4148,
